name.forbes-billionaires,lastName.forbes-billionaires,uri.forbes-billionaires,imageUri.forbes-billionaires,worthChange.forbes-billionaires,age.forbes-billionaires,source.forbes-billionaires,industry.forbes-billionaires,gender.forbes-billionaires,country.forbes-billionaires,timestamp.forbes-billionaires,realTimeWorth.forbes-billionaires,realTimeRank.forbes-billionaires,realTimePosition.forbes-billionaires,position.forbes-china-billionaires,rank.forbes-china-billionaires,name.forbes-china-billionaires,lastName.forbes-china-billionaires,uri.forbes-china-billionaires,imageUri.forbes-china-billionaires,worth.forbes-china-billionaires,age.forbes-china-billionaires,source.forbes-china-billionaires,industry.forbes-china-billionaires,gender.forbes-china-billionaires,Cosine
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931,220,218,Liu Baolin,Liu,liu-baolin,liu-baolin,1630,64,pharmacies,Fashion & Retail,M,49
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931,289,286,Liu Shaobo,Liu,liu-shaobo,no-pic,1340,56,printed circuit boards,Technology,M,49
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931,292,291,Liu Zhenguo,Liu,liu-zhenguo,no-pic,1330,52,sewage treatment,Service,M,49
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931,308,307,Liu Jincheng,Liu,liu-jincheng,no-pic,1290,53,lithium batteries,Technology,M,//specials-images.forbesimg.com/imageserve/589d248ba7ea431f321929e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854,49
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931,356,352,Liu Xuejing,Liu,liu-xuejing,liu-xuejing,1160,67,"copper poultry",Diversified,M,49
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931,364,362,Liu Bing,Liu,liu-bing,no-pic,1150,49,retail,Fashion & Retail,M,49
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931,398,395,Liu Zhendong,Liu,liu-zhendong,no-pic,1070,empty,industrial parks,Service,M,49
Liu Zhenguo,Liu,liu-zhenguo,no-pic,15.023,52,sewage treatment,Service,M,China,1516704901086,1225.807,1839,1839,292,291,Liu Zhenguo,Liu,liu-zhenguo,no-pic,1330,52,sewage treatment,Service,M,99
Lo Ka Shui,Lo,lo-ka-shui,lo-ka-shui,2.859,70,real estate,Real Estate,M,Hong Kong,1516704901086,1277.638,1792,1792,1,1,Hui Ka Yan,Hui,hui-ka-yan,hui-ka-yan,42500,59,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/5a0b1beb4bbe6f6cadc8770a/416x416.jpg?background=000000&cropX1=1331&cropX2=3982&cropY1=0&cropY2=2649,33
Lo Ka Shui,Lo,lo-ka-shui,lo-ka-shui,2.859,70,real estate,Real Estate,M,Hong Kong,1516704901086,1277.638,1792,1792,392,391,Lo Siu Yu,Lo,lo-siu-yu,no-pic,1090,48,conglomerate,Diversified,M,33
Kenneth Lo,Lo,kenneth-lo,kenneth-lo,-67.141,79,textiles,Finance and Investments,M,United Kingdom,1516704901086,2569.029,972,972,392,391,Lo Siu Yu,Lo,lo-siu-yu,no-pic,1090,48,conglomerate,Diversified,M,40
Lu Jonathan,Lu,lu-jonathan,no-pic,0,49,Alibaba,Technology,M,China,1516704901086,1100,1957,1957,385,383,Lu Jonathan,Lu,lu-jonathan,no-pic,1100,49,Alibaba,Technology,M,//specials-images.forbesimg.com/imageserve/589d082331358e1a35ab0aac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=227&cropY2=971,99
Ma Yunsheng,Ma,ma-yunsheng,no-pic,0,55,energy,Diversified,M,China,1516704901086,1199.641,1870,1870,365,362,Ma Yunsheng,Ma,ma-yunsheng,no-pic,1150,55,energy,Diversified,M,//specials-images.forbesimg.com/imageserve/589d2dde31358e1a35ab0bd8/416x416.jpg?background=000000&cropX1=8&cropX2=723&cropY1=0&cropY2=715,99
Ou Zongrong,Ou,ou-zongrong,ou-zongrong,368.216,54,real estate,Real Estate,M,China,1516704901086,2216.592,1137,1137,275,275,Ou Zongrong,Ou,ou-zongrong,ou-zongrong,1400,54,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d304da7ea431f32192a6a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=235&cropY2=979,99
Pan Weiming,Pan,pan-weiming,pan-weiming,0,54,real estate,Real Estate,M,China,1516704901086,1701.062,1434,1434,217,216,Pan Weiming,Pan,pan-weiming,pan-weiming,1640,54,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d30d4a7ea431f32192a6e/416x416.jpg?background=000000&cropX1=134&cropX2=587&cropY1=192&cropY2=645,99
Lucy Peng,Peng,lucy-peng,lucy-peng,0,45,Alibaba,Technology,F,China,1516704901086,1140,1923,1923,372,370,Lucy Peng,Peng,lucy-peng,lucy-peng,1140,45,Alibaba,Technology,F,//specials-images.forbesimg.com/imageserve/59f39ec4a7ea436b47b476c8/416x416.jpg?background=000000&cropX1=1063&cropX2=3069&cropY1=6&cropY2=2011,99
Shang Jiyong,Shang,shang-jiyong,no-pic,0,50,"tires chemicals",Diversified,M,China,1516704901086,1218.395,1847,1847,347,344,Shang Jiyong,Shang,shang-jiyong,no-pic,1170,50,"tires chemicals",Diversified,M,99
Sun Shoukuan,Sun,sun-shoukuan,sun-shoukuan,0,68,metals. coal,Manufacturing,M,China,1516704901086,1836.79,1356,1356,226,225,Sun Shoukuan,Sun,sun-shoukuan,sun-shoukuan,1610,68,metals. coal,Manufacturing,M,99
Sun Yinhuan,Sun,sun-yinhuan,no-pic,0.926,68,real estate,Real Estate,M,China,1516704901086,1251.134,1814,1814,336,333,Sun Yinhuan,Sun,sun-yinhuan,no-pic,1200,68,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589db1eca7ea431f32192f04/416x416.jpg?background=000000&cropX1=89&cropX2=730&cropY1=105&cropY2=746,99
Tsai Ming-Kai,Tsai,tsai-ming-kai,tsai-ming-kai,-2.959,67,semiconductors,Technology,M,Taiwan,1516704901086,1418.923,1664,1664,99,98,Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,2800,66,real estate,Real Estate,M,40
Wang Liping,Wang,wang-liping,no-pic,181.639,51,hydraulic machinery,Manufacturing,M,China,1516704901086,2363.556,1070,1070,283,283,Wang Liping,Wang,wang-liping,no-pic,1360,51,hydraulic machinery,Manufacturing,M,99
Wang Zhenghua,Wang,wang-zhenghua,wang-zhenghua,26.213,73,budget airline,Service,M,China,1516704901086,1158.456,1904,1904,399,395,Wang Zhenghua,Wang,wang-zhenghua,wang-zhenghua,1070,73,budget airline,Service,M,//specials-images.forbesimg.com/imageserve/589dec9da7ea431f32193348/416x416.jpg?background=000000&cropX1=182&cropX2=593&cropY1=16&cropY2=427,99
Wang Zhenhua,Wang,wang-zhenhua,no-pic,204.772,55,real estate,Real Estate,M,China,1516704901086,3986.136,577,577,162,162,Wang Zhenhua,Wang,wang-zhenhua,no-pic,1940,55,real estate,Real Estate,M,99
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,24,24,Wu Yajun,Wu,wu-yajun,wu-yajun,6900,54,real estate,Real Estate,F,//specials-images.forbesimg.com/imageserve/5a0c91a431358e286470091b/416x416.jpg?background=000000&cropX1=270&cropX2=3154&cropY1=94&cropY2=2977,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,118,118,Wu Lanlan,Wu,wu-lanlan,no-pic-female,2420,44,packaging,Manufacturing,F,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,121,121,Wu Jianshu,Wu,wu-jianshu,no-pic,2380,54,auto parts,Automotive,M,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,139,139,Wu Zhigang,Wu,wu-zhigang,no-pic,2240,83,bakery chain,Food and Beverage,M,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,164,163,Wu Liangding,Wu,wu-liangding,no-pic,1930,71,wheel production,Automotive,M,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,176,176,Wu Guangming,Wu,wu-guangming,wu-guangming,1850,55,medical equipment,Healthcare,M,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,183,181,Wu Xushun,Wu,wu-xushun,no-pic,1810,69,"internet auto parts",Diversified,M,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,208,205,Wu Yulan,Wu,wu-yulan,no-pic-female,1690,48,pharmaceuticals,Healthcare,F,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,253,251,Wu Yiling,Wu,wu-yiling,wu-yiling,1490,68,pharmaceuticals,Healthcare,M,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,257,255,Wu Xu,Wu,wu-xu,no-pic,1480,54,real estate,Real Estate,M,49
Gordon Wu,Wu,gordon-wu,gordon-wu,-12.525,82,real estate,Real Estate,M,Hong Kong,1516704901086,1374.819,1702,1702,376,373,Wu Daohong,Wu,wu-daohong,no-pic,1130,52,energy services,Energy,M,//specials-images.forbesimg.com/imageserve/589df21b31358e1a35ab1431/416x416.jpg?background=000000&cropX1=32&cropX2=567&cropY1=261&cropY2=796,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,24,24,Wu Yajun,Wu,wu-yajun,wu-yajun,6900,54,real estate,Real Estate,F,//specials-images.forbesimg.com/imageserve/5a0c91a431358e286470091b/416x416.jpg?background=000000&cropX1=270&cropX2=3154&cropY1=94&cropY2=2977,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,118,118,Wu Lanlan,Wu,wu-lanlan,no-pic-female,2420,44,packaging,Manufacturing,F,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,121,121,Wu Jianshu,Wu,wu-jianshu,no-pic,2380,54,auto parts,Automotive,M,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,139,139,Wu Zhigang,Wu,wu-zhigang,no-pic,2240,83,bakery chain,Food and Beverage,M,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,164,163,Wu Liangding,Wu,wu-liangding,no-pic,1930,71,wheel production,Automotive,M,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,176,176,Wu Guangming,Wu,wu-guangming,wu-guangming,1850,55,medical equipment,Healthcare,M,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,183,181,Wu Xushun,Wu,wu-xushun,no-pic,1810,69,"internet auto parts",Diversified,M,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,208,205,Wu Yulan,Wu,wu-yulan,no-pic-female,1690,48,pharmaceuticals,Healthcare,F,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,253,251,Wu Yiling,Wu,wu-yiling,wu-yiling,1490,68,pharmaceuticals,Healthcare,M,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,257,255,Wu Xu,Wu,wu-xu,no-pic,1480,54,real estate,Real Estate,M,49
Thomas Wu,Wu,thomas-wu,thomas-wu,-4.249,67,finance,Finance and Investments,M,Taiwan,1516704901086,1488.285,1603,1603,376,373,Wu Daohong,Wu,wu-daohong,no-pic,1130,52,energy services,Energy,M,//specials-images.forbesimg.com/imageserve/589df21b31358e1a35ab1431/416x416.jpg?background=000000&cropX1=32&cropX2=567&cropY1=261&cropY2=796,49
Xia Dinghu,Xia,xia-dinghu,no-pic,empty,73,auto parts,Automotive,M,China,1506115971829,358,352,Xia Zuoquan,Xia,xia-zuoquan,xia-zuoquan,1160,56,automobiles,Automotive,M,49
Xiao Chunhong,Xiao,xiao-chunhong,no-pic,0,50,real estate,Real Estate,M,China,1516704901086,1475.64,1613,1613,271,269,Xiao Chunhong,Xiao,xiao-chunhong,no-pic,1420,50,real estate,Real Estate,M,99
Swift Xie,Xie,swift-xie,no-pic,0,empty,drones,Technology,M,China,1516704901086,1120,1937,1937,379,377,Swift Xie,Xie,swift-xie,no-pic,1120,empty,drones,Technology,M,99
Xiu Laigui,Xiu,xiu-laigui,xiu-laigui,0,63,pharmaceuticals,Healthcare,M,China,1516704901086,1211.743,1855,1855,349,344,Xiu Laigui,Xiu,xiu-laigui,xiu-laigui,1170,63,pharmaceuticals,Healthcare,M,//specials-images.forbesimg.com/imageserve/589df7cc4bbe6f0e558677b4/416x416.jpg?background=000000&cropX1=164&cropX2=518&cropY1=404&cropY2=759,99
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,17,17,Xu Shihui,Xu,xu-shihui,xu-shihui,9500,60,"snacks beverages",Food and Beverage,M,//specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropX1=9&cropX2=4009&cropY1=480&cropY2=4484,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,43,43,Xu Chuanhua,Xu,xu-chuanhua,no-pic,5100,83,"chemicals logistics",Manufacturing,M,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,78,78,Xu Jingren,Xu,xu-jingren,xu-jingren,3450,73,pharmaceuticals,Healthcare,M,//specials-images.forbesimg.com/imageserve/5a05ffc4a7ea436b47b53402/416x416.jpg?background=000000&cropX1=395&cropX2=3216&cropY1=12&cropY2=2832,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,103,103,Jacky Xu,Xu,jacky-xu,no-pic,2690,46,apparel,Fashion & Retail,M,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,104,103,Xu Xudong,Xu,xu-xudong,no-pic,2690,47,auto parts,Automotive,M,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,115,115,Xu Bo,Xu,xu-bo,no-pic,2500,40,mobile games,Media & Entertainment,M,//specials-images.forbesimg.com/imageserve/59fb37f24bbe6f37dda19944/416x416.jpg?background=000000&cropX1=119&cropX2=741&cropY1=79&cropY2=701,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,129,128,Xiong Xuqiang,Xiong,xiong-xuqiang,xiong-xuqiang,2320,61,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589f710c31358e1a35ab2b38/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=306&cropY2=1050,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,213,212,Xu Hang,Xu,xu-hang,no-pic,1650,51,medical devices,Healthcare,M,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,249,245,Xu Qiming,Xu,xu-qiming,xu-qiming,1500,54,"food art",Diversified,M,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,257,255,Wu Xu,Wu,wu-xu,no-pic,1480,54,real estate,Real Estate,M,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,301,298,Xu Ziquan,Xu,xu-ziquan,no-pic,1310,59,software,Technology,M,49
Xu Xiong,Xu,xu-xiong,no-pic,2.009,46,driving schools,Service,M,China,1516704901086,1276.633,1795,1795,380,377,Xu Jingen,Xu,xu-jingen,no-pic,1120,48,precision metallic components,Manufacturing,M,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,6,6,Yang Huiyan,Yang,yang-huiyan,yang-huiyan,20700,36,real estate,Real Estate,F,//specials-images.forbesimg.com/imageserve/5a0b1b83a7ea436b47b558ba/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=3&cropY2=602,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,200,199,Yang Erzhu,Yang,yang-erzhu,no-pic,1730,67,Real Estate,Real Estate,M,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,214,212,Meirong Yang,Yang,meirong-yang,no-pic,1650,empty,Education,Service,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,282,282,Bu Yang,Bu,bu-yang,no-pic-female,1370,empty,retail,Fashion & Retail,F,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,338,333,Yang Tingdong,Yang,yang-tingdong,no-pic,1200,57,brewery,Food and Beverage,M,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,342,339,Yang Zhimao,Yang,yang-zhimao,no-pic,1190,55,"utilities real estate",Diversified,M,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,350,344,Yang Shaopeng,Yang,yang-shaopeng,no-pic,1170,60,Shipping,Logistics,M,49
Yang Keng,Yang,yang-keng,yang-keng,78.645,57,real estate,Real Estate,M,China,1516704901086,1664.52,1463,1463,389,383,Yang Jianxin,Yang,yang-jianxin,no-pic,1100,48,apparel,Technology,M,49
Yao Liangsong,Yao,yao-liangsong,no-pic,0,53,furniture,Manufacturing,M,China,1516704901086,6160.25,309,309,42,41,Yao Liangsong,Yao,yao-liangsong,no-pic,5200,53,furniture,Manufacturing,M,//specials-images.forbesimg.com/imageserve/5a0b22bda7ea436b47b559f2/416x416.jpg?background=000000&cropX1=896&cropX2=2137&cropY1=260&cropY2=1501,99
Yu Peidi,Yu,yu-peidi,yu-peidi,0.936,58,real estate,Real Estate,M,Hong Kong,1516704901086,1338.365,1736,1736,296,294,Yu Peidi,Yu,yu-peidi,yu-peidi,1320,58,real estate,Real Estate,M,99
Zhang Daocai,Zhang,zhang-daocai,no-pic,62.308,68,valves,Diversified,M,China,1516704901086,2181.293,1163,1163,174,172,Zhang Daocai,Zhang,zhang-daocai,no-pic,1870,68,valves,Diversified,M,99
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,12,12,Zhang Zhidong,Zhang,zhang-zhidong,zhang-zhidong,13400,46,internet media,Technology,M,http://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=73&cropY2=817,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,27,27,Zhang Jinmei,Zhang,zhang-jinmei,no-pic-female,6500,empty,conglomerate,Automotive,F,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,38,36,Zhang Jindong,Zhang,zhang-jindong,zhang-jindong,5650,54,appliance retailer,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/5a05f7bea7ea436b47b53361/416x416.jpg?background=000000&cropX1=1033&cropX2=2323&cropY1=300&cropY2=1590,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,44,44,Zhang Bangxin,Zhang,zhang-bangxin,no-pic,5000,38,after-school tutoring,Service,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,47,47,Zhang Shiping,Zhang,zhang-shiping,zhang-shiping,4800,70,aluminum products,Metals & Mining,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,61,60,Zhang Yiming,Zhang,zhang-yiming,no-pic,4000,34,software,Technology,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,70,69,Zhang Xin,Zhang,zhang-xin,zhang-xin,3700,52,real estate,Real Estate,F,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,75,73,Zhang Jin,Zhang,zhang-jin,no-pic,3600,46,diversified,Diversified,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,77,76,Zhang Fan,Zhang,zhang-fan,no-pic,3500,52,touch screens,Technology,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,85,83,Zhang Li,Zhang,zhang-li,zhang-li,3300,65,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589f297d31358e1a35ab26d9/416x416.jpg?background=000000&cropX1=159&cropX2=744&cropY1=31&cropY2=616,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,108,106,Zhang Wenzhong,Zhang,zhang-wenzhong,no-pic,2600,56,Retail,Fashion & Retail,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,149,147,Zhang Xiugen,Zhang,zhang-xiugen,no-pic,2100,57,automobiles,Automotive,M,//specials-images.forbesimg.com/imageserve/589f2ba431358e1a35ab26e5/416x416.jpg?background=000000&cropX1=27&cropX2=673&cropY1=73&cropY2=719,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,174,172,Zhang Daocai,Zhang,zhang-daocai,no-pic,1870,68,valves,Diversified,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,198,196,Zhang Xuansong,Zhang,zhang-xuansong,zhang-xuansong,1740,46,supermarket,Fashion & Retail,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,224,222,Zhang Wanzhen,Zhang,zhang-wanzhen,no-pic,1620,68,advanced ceramics,Manufacturing,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,236,235,Zhang Guiping,Zhang,zhang-guiping,zhang-guiping,1560,66,real estate,Real Estate,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,250,245,Zhang Tao,Zhang,zhang-tao,no-pic,1500,empty,empty,Fashion & Retail,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,265,263,Zhang Jingzhang,Zhang,zhang-jingzhang,no-pic,1440,82,precision machinery,Manufacturing,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,319,317,Zhang Yubai,Zhang,zhang-yubai,no-pic,1250,53,Wine,Food and Beverage,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,328,324,Zhang Zhangsun,Zhang,zhang-zhangsun,zhang-zhangsun,1220,61,real estate,Real Estate,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,369,362,Zhang Zhirong,Zhang,zhang-zhirong,zhang-zhirong,1150,49,"real estate shipbuilding",Diversified,M,49
Zhang Desheng,Zhang,zhang-desheng,no-pic,empty,68,manufacturing,Manufacturing,M,China,1506115972135,400,395,Zhang Xinghai,Zhang,zhang-xinghai,no-pic,1070,55,machinery,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589f2afaa7ea431f32194780/416x416.jpg?background=000000&cropX1=6&cropX2=736&cropY1=50&cropY2=780,49
Zhang Zhirong,Zhang,zhang-zhirong,zhang-zhirong,20.449,49,"real estate shipbuilding",Diversified,M,Hong Kong,1516704901086,1169.847,1893,1893,369,362,Zhang Zhirong,Zhang,zhang-zhirong,zhang-zhirong,1150,49,"real estate shipbuilding",Diversified,M,99
Zhao Weiguo,Zhao,zhao-weiguo,no-pic,12.833,51,technology,Technology,M,China,1516704901086,1630.046,1486,1486,285,284,Zhao Weiguo,Zhao,zhao-weiguo,no-pic,1350,51,technology,Technology,M,//specials-images.forbesimg.com/imageserve/589f2d6e31358e1a35ab274c/416x416.jpg?background=000000&cropX1=119&cropX2=560&cropY1=259&cropY2=701,99
Zhao Xiaoqiang,Zhao,zhao-xiaoqiang,no-pic,empty,50,"fashion entertainment",Fashion & Retail,M,China,1506115992907,68,68,Zhao Tao,Zhao,zhao-tao,zhao-tao,3740,52,pharmaceuticals,Healthcare,M,//specials-images.forbesimg.com/imageserve/5a05fdcfa7ea436b47b533cd/416x416.jpg?background=000000&cropX1=0&cropX2=1823&cropY1=5&cropY2=1829,49
Zhao Xiaoqiang,Zhao,zhao-xiaoqiang,no-pic,empty,50,"fashion entertainment",Fashion & Retail,M,China,1506115992907,215,212,Zhao Yan,Zhao,zhao-yan,no-pic-female,1650,51,"real estate finance",Diversified,F,49
Zhao Xiaoqiang,Zhao,zhao-xiaoqiang,no-pic,empty,50,"fashion entertainment",Fashion & Retail,M,China,1506115992907,285,284,Zhao Weiguo,Zhao,zhao-weiguo,no-pic,1350,51,technology,Technology,M,//specials-images.forbesimg.com/imageserve/589f2d6e31358e1a35ab274c/416x416.jpg?background=000000&cropX1=119&cropX2=560&cropY1=259&cropY2=701,49
